Modalità ;Informazioni cronologiche;1. Qual è la tua età?;2. Qual è il tuo genere?;3. Qual è il tuo livello di istruzione?;"4. Valuta su una scala da 1 a 10 quanto ritieni che la tua età influenzi l'interesse per esperienze museali, dove 1 significa ""per nulla"" e 10 ""moltissimo"".";5. Su una scala da 1 a 10, quanto pensi che il tuo percorso formativo o le tue conoscenze pregresse influenzino la tua comprensione delle esposizioni museali? ;"6. Quanto frequentemente visiti i musei o le mostre culturali in generale? Usa una scala da 1 a 10 per indicare la tua frequenza, dove 1 significa ""mai"" e 10 ""molto frequentemente"".";7. Quanto hai trovato interessante la visita guidata al museo tradizionale? Valuta su una scala da 1 a 10.;8. Ritieni che le spiegazioni fornite dalla guida siano state chiare e utili? Usa una scala da 1 a 10 per indicare il tuo grado di chiarezza percepita.;9. Durante la visita, hai percepito difficoltà nel mantenere l’attenzione? Su una scala da 1 a 10.;10. Quanto ritieni che l’esposizione degli oggetti storici sia stata efficace per trasmettere informazioni educative? Usa una scala da 1 a 10 per indicare la tua percezione.;11. Qual è stato il tuo livello di coinvolgimento emotivo durante la visita tradizionale? Valuta su una scala da 1 a 10.;12. Quali ulteriori funzionalità vorresti vedere in una futura versione del museo VR?;13. Quali aspetti della guida museale tradizionale al MuSEd hai trovato più utili per l’apprendimento?;14. Quanto riterresti utile l’uso della VR per spiegare l’evoluzione degli strumenti educativi rispetto all’esposizione fisica degli oggetti?;1. Quando è stato fondato il primo Museo d'Istruzione e di Educazione?;2. Chi fu il fondatore del primo Museo d'Istruzione e di Educazione?;3. Qual è il principale contributo di Maria Montessori all'educazione?;4. Chi progettò i banchi scolastici per le scuole dei contadini dell’Agro Romano? ;5.  Chi decorò le scuole dell’Agro Romano ?;6. Qual era la caratteristica principale della cassettiera montessoriana?;7.  Chi è l’autore dell’opera: l'albero di Pinocchio, conservato al MUSED?;8. Come si differenziava il banco della scuola urbana di Marcucci da quello rurale ?;9. Chi utilizzava principalmente i go kart all'inizio del XX secolo?
tradizionale;29/01/2025 16:40;44;M;Laurea triennale;1;7;3;2;7;3;2;7;Domande aperte guidate e visite notturne simulate;Altro;2;1874;Duilio Cambellotti;La creazione del 'Giornale per i bambini';Alessandro Marcucci;Angelo Celli;Serviva esclusivamente per riporre i libri di testo;Gli studenti di una scuola elementare;Serviva solo per intrattenere i bambini durante le pause;Esclusivamente gli adulti per il lavoro
tradizionale;20/03/2025 17:18;44;M;Laurea triennale;1;2;3;2;2;1;2;8;non so;Spiegazioni vocali;4;1884;Duilio Cambellotti;La creazione del 'Giornale per i bambini';Duilio Cambellotti;Giovanni Cena;Era utilizzata solo per conservare i quaderni degli studenti;Gli studenti di una scuola elementare;Aveva dimensioni più grandi e disponeva di una seduta fissa e piano di lavoro inclinato incorporati nella struttura;Esclusivamente gli adulti per il lavoro
tradizionale;20/05/2025 17:57;44;M;Laurea triennale;1;2;3;2;2;1;2;9;Riconoscimento facciale per emozioni e interazioni con altri visitatori;Spiegazioni vocali;3;1874;Maria Montessori;La creazione del 'Giornale per i bambini';Sibilla Aleramo;Giovanni Cena;Serviva esclusivamente per riporre i libri di testo;Un falegname della Disney;Serviva solo per intrattenere i bambini durante le pause;I bambini delle famiglie povere perché erano facili da costruire in casa
tradizionale;28/04/2025 18:06;44;M;Laurea triennale;1;2;6;2;2;1;4;10;Chat con esperti e accesso a documentari;Interazioni con la guida;10;1874;Ruggiero Bonghi;La costruzione di scuole in muratura;Giovanni Cena;Angelo Celli;Era destinata agli oggetti personali del maestro;Un falegname della Disney;Era utilizzato esclusivamente per le feste scolastiche;Solo i bambini delle famiglie benestanti
tradizionale;11/02/2025 18:45;44;M;Laurea triennale;4;2;3;2;2;1;4;1;Traduzione simultanea e tracce audio storiche;Interazioni con la guida;7;1907;Giovanni Cena;La promozione del fascismo nelle scuole;Sibilla Aleramo;Angelo Celli;Era destinata agli oggetti personali del maestro;Carlo Collodi in persona;Aveva dimensioni più grandi e disponeva di una seduta fissa e piano di lavoro inclinato incorporati nella struttura;Solo i bambini delle famiglie benestanti
tradizionale;05/12/2024 20:20;44;M;Laurea triennale;1;2;3;2;2;1;2;1;non so;Spiegazioni vocali;9;1874;Maria Montessori;La promozione del fascismo nelle scuole;Alessandro Marcucci;Giovanni Cena;Serviva esclusivamente per riporre i libri di testo;Carlo Collodi in persona;Era utilizzato esclusivamente per le feste scolastiche;Solo i bambini delle famiglie benestanti
tradizionale;09/03/2025 20:23;44;M;Laurea triennale;1;2;3;2;2;1;2;7;Esperienza per bambini e supporto per visori diversi;Esposizioni fisiche;6;1907;Maria Montessori;La promozione del fascismo nelle scuole;Alessandro Marcucci;Giovanni Cena;Era utilizzata solo per conservare i quaderni degli studenti;Gli studenti di una scuola elementare;Era utilizzato esclusivamente per le feste scolastiche;I bambini delle famiglie povere perché erano facili da costruire in casa
tradizionale;16/05/2025 20:42;44;M;Laurea triennale;1;2;3;2;2;1;2;10;Percorsi personalizzati e scelta del livello di dettaglio;Interazioni con la guida;1;1912;Maria Montessori;La creazione del 'Giornale per i bambini';Duilio Cambellotti;Giovanni Cena;Era utilizzata solo per conservare i quaderni degli studenti;Gli studenti di una scuola elementare;Aveva dimensioni più grandi e disponeva di una seduta fissa e piano di lavoro inclinato incorporati nella struttura;Solo i bambini delle famiglie benestanti
tradizionale;11/12/2024 20:50;44;M;Post-laurea;1;2;3;3;2;1;2;10;non so;Esposizioni fisiche;8;1912;Duilio Cambellotti;La costruzione di scuole in muratura;Duilio Cambellotti;Duilio Cambellotti;Conteneva materiali didattici auto-correttivi organizzati per sviluppare l'autonomia del bambino;Ferdinando Codognotto;Aveva dimensioni più grandi e disponeva di una seduta fissa e piano di lavoro inclinato incorporati nella struttura;Esclusivamente gli adulti per il lavoro
tradizionale;10/02/2025 23:28;44;M;Laurea triennale;1;2;3;2;2;1;2;10;Domande aperte guidate e visite notturne simulate;Altro;6;1884;Ruggiero Bonghi;La creazione del 'Giornale per i bambini';Duilio Cambellotti;Sibilla Aleramo;Serviva esclusivamente per riporre i libri di testo;Un falegname della Disney;Aveva dimensioni più grandi e disponeva di una seduta fissa e piano di lavoro inclinato incorporati nella struttura;Esclusivamente gli adulti per il lavoro
tradizionale;19/03/2025 23:51;44;M;Laurea triennale;1;2;1;2;6;7;10;3;Scelta del livello di dettaglio e esperienze in prima persona;Altro;10;1884;Giovanni Cena;La costruzione di scuole in muratura;Duilio Cambellotti;Duilio Cambellotti;Serviva esclusivamente per riporre i libri di testo;Un falegname della Disney;Era utilizzato esclusivamente per le feste scolastiche;Solo i bambini delle famiglie benestanti
tradizionale;02/12/2024 23:59;44;M;Laurea triennale;1;2;3;2;2;1;2;1;Chat con esperti e accesso a documentari;Esposizioni fisiche;6;1912;Maria Montessori;La promozione del fascismo nelle scuole;Alessandro Marcucci;Sibilla Aleramo;Era destinata agli oggetti personali del maestro;Un falegname della Disney;Aveva dimensioni più grandi e disponeva di una seduta fissa e piano di lavoro inclinato incorporati nella struttura;Solo i bambini delle famiglie benestanti
tradizionale;13/01/2025 01:22;44;NON SPECIFICATO;Laurea triennale;1;7;7;2;2;5;2;9;non so;Altro;8;1884;Maria Montessori;L'uso di materiali sensoriali;Duilio Cambellotti;Angelo Celli;Conteneva materiali didattici auto-correttivi organizzati per sviluppare l'autonomia del bambino;Un falegname della Disney;Era utilizzato esclusivamente per le feste scolastiche;Solo i bambini delle famiglie benestanti
tradizionale;17/03/2025 02:12;44;NON SPECIFICATO;Post-laurea;1;6;3;2;7;8;2;1;Esperienza per bambini e esperienze tematiche;Altro;7;1874;Maria Montessori;La promozione del fascismo nelle scuole;Duilio Cambellotti;Duilio Cambellotti;Era utilizzata solo per conservare i quaderni degli studenti;Ferdinando Codognotto;Era utilizzato esclusivamente per le feste scolastiche;I bambini delle famiglie povere perché erano facili da costruire in casa
tradizionale;02/02/2025 13:13;45;M;Laurea magistrale;1;2;3;2;2;6;2;5;Interazioni con altri visitatori e modalità fotografica;Interazioni con la guida;2;1884;Giovanni Cena;La promozione del fascismo nelle scuole;Alessandro Marcucci;Sibilla Aleramo;Conteneva materiali didattici auto-correttivi organizzati per sviluppare l'autonomia del bambino;Gli studenti di una scuola elementare;Era riservato agli insegnanti per le riunioni;Esclusivamente gli adulti per il lavoro
tradizionale;19/12/2024 14:44;45;M;Laurea triennale;1;2;3;2;2;1;2;1;Modalità accessibile e accesso a documenti d'archivio;Altro;3;1874;Ruggiero Bonghi;La creazione del 'Giornale per i bambini';Alessandro Marcucci;Duilio Cambellotti;Era utilizzata solo per conservare i quaderni degli studenti;Un falegname della Disney;Serviva solo per intrattenere i bambini durante le pause;Solo i bambini delle famiglie benestanti
tradizionale;15/02/2025 15:19;45;M;Laurea triennale;1;2;3;2;2;1;2;6;Accesso a documentari e scenari animati;Altro;10;1884;Duilio Cambellotti;La promozione del fascismo nelle scuole;Giovanni Cena;Giovanni Cena;Era destinata agli oggetti personali del maestro;Carlo Collodi in persona;Era riservato agli insegnanti per le riunioni;Esclusivamente gli adulti per il lavoro
tradizionale;09/03/2025 15:50;45;NON SPECIFICATO;Laurea triennale;6;2;3;2;10;4;2;4;Ricostruzioni 3D dettagliate e visite guidate registrate;Spiegazioni vocali;8;1912;Giovanni Cena;La creazione del 'Giornale per i bambini';Duilio Cambellotti;Angelo Celli;Era utilizzata solo per conservare i quaderni degli studenti;Ferdinando Codognotto;Era riservato agli insegnanti per le riunioni;Esclusivamente gli adulti per il lavoro
tradizionale;01/12/2024 16:24;45;M;Laurea triennale;1;2;3;2;2;1;2;3;Tecnologia vocale e supporto a haptic feedback;Interazioni con la guida;4;1912;Duilio Cambellotti;La creazione del 'Giornale per i bambini';Giovanni Cena;Sibilla Aleramo;Era utilizzata solo per conservare i quaderni degli studenti;Gli studenti di una scuola elementare;Serviva solo per intrattenere i bambini durante le pause;Solo i bambini delle famiglie benestanti
tradizionale;11/01/2025 16:27;45;F;Laurea triennale;1;2;3;2;10;1;4;5;Visione storica evolutiva e ricostruzioni in scala reale;Esposizioni fisiche;5;1874;Giovanni Cena;L'uso di materiali sensoriali;Giovanni Cena;Duilio Cambellotti;Era utilizzata solo per conservare i quaderni degli studenti;Ferdinando Codognotto;Era utilizzato esclusivamente per le feste scolastiche;I bambini delle famiglie povere perché erano facili da costruire in casa
tradizionale;17/01/2025 17:25;45;F;Laurea triennale;1;2;3;2;3;8;2;2;Riconoscimento facciale per emozioni e gamification educativa;Interazioni con la guida;8;1912;Maria Montessori;L'uso di materiali sensoriali;Sibilla Aleramo;Sibilla Aleramo;Era destinata agli oggetti personali del maestro;Gli studenti di una scuola elementare;Era riservato agli insegnanti per le riunioni;Esclusivamente gli adulti per il lavoro
tradizionale;19/12/2024 18:21;45;F;Laurea magistrale;1;2;6;2;2;9;1;4;Percorsi personalizzati e scelta del livello di dettaglio;Esposizioni fisiche;6;1912;Ruggiero Bonghi;L'uso di materiali sensoriali;Alessandro Marcucci;Duilio Cambellotti;Era utilizzata solo per conservare i quaderni degli studenti;Un falegname della Disney;Serviva solo per intrattenere i bambini durante le pause;I bambini delle famiglie povere perché erano facili da costruire in casa
tradizionale;22/04/2025 18:51;45;M;Laurea triennale;1;2;3;2;2;1;2;5;non so;Esposizioni fisiche;1;1907;Giovanni Cena;La creazione del 'Giornale per i bambini';Alessandro Marcucci;Giovanni Cena;Era utilizzata solo per conservare i quaderni degli studenti;Gli studenti di una scuola elementare;Era utilizzato esclusivamente per le feste scolastiche;Esclusivamente gli adulti per il lavoro
tradizionale;23/04/2025 19:07;45;M;Laurea triennale;1;3;5;7;2;6;2;9;Riconoscimento facciale per emozioni e gamification educativa;Esposizioni fisiche;10;1874;Maria Montessori;La costruzione di scuole in muratura;Sibilla Aleramo;Giovanni Cena;Era destinata agli oggetti personali del maestro;Ferdinando Codognotto;Aveva dimensioni più grandi e disponeva di una seduta fissa e piano di lavoro inclinato incorporati nella struttura;Esclusivamente gli adulti per il lavoro
tradizionale;16/05/2025 19:52;45;M;Laurea triennale;1;2;3;2;2;1;2;2;Ricerca vocale e scelta del livello di dettaglio;Spiegazioni vocali;6;1874;Duilio Cambellotti;La creazione del 'Giornale per i bambini';Duilio Cambellotti;Angelo Celli;Conteneva materiali didattici auto-correttivi organizzati per sviluppare l'autonomia del bambino;Carlo Collodi in persona;Aveva dimensioni più grandi e disponeva di una seduta fissa e piano di lavoro inclinato incorporati nella struttura;Solo i bambini delle famiglie benestanti
tradizionale;22/02/2025 20:48;45;M;Laurea triennale;1;2;3;2;2;1;2;9;Riproduzione di eventi storici;Esposizioni fisiche;9;1912;Maria Montessori;La creazione del 'Giornale per i bambini';Giovanni Cena;Giovanni Cena;Serviva esclusivamente per riporre i libri di testo;Ferdinando Codognotto;Era riservato agli insegnanti per le riunioni;I bambini delle famiglie povere perché erano facili da costruire in casa
tradizionale;13/12/2024 22:32;45;M;Laurea triennale;1;2;3;2;2;1;2;6;non so;Interazioni con la guida;4;1874;Ruggiero Bonghi;La promozione del fascismo nelle scuole;Duilio Cambellotti;Duilio Cambellotti;Era utilizzata solo per conservare i quaderni degli studenti;Carlo Collodi in persona;Serviva solo per intrattenere i bambini durante le pause;I bambini delle famiglie povere perché erano facili da costruire in casa
tradizionale;15/01/2025 22:42;45;M;Laurea triennale;1;2;3;2;2;1;2;6;Ricerca vocale e visite notturne simulate;Spiegazioni vocali;9;1884;Maria Montessori;La promozione del fascismo nelle scuole;Alessandro Marcucci;Angelo Celli;Era utilizzata solo per conservare i quaderni degli studenti;Un falegname della Disney;Serviva solo per intrattenere i bambini durante le pause;Solo i bambini delle famiglie benestanti
tradizionale;27/01/2025 23:25;45;F;Laurea triennale;1;2;3;2;7;2;5;1;Modalità realtà mista e esperienze narrative;Interazioni con la guida;2;1912;Ruggiero Bonghi;La costruzione di scuole in muratura;Giovanni Cena;Duilio Cambellotti;Conteneva materiali didattici auto-correttivi organizzati per sviluppare l'autonomia del bambino;Gli studenti di una scuola elementare;Serviva solo per intrattenere i bambini durante le pause;Solo i bambini delle famiglie benestanti
tradizionale;26/02/2025 23:29;45;M;Laurea triennale;1;2;3;2;2;1;2;6;Modalità accessibile e accesso a documenti d'archivio;Esposizioni fisiche;2;1912;Ruggiero Bonghi;La creazione del 'Giornale per i bambini';Alessandro Marcucci;Sibilla Aleramo;Era utilizzata solo per conservare i quaderni degli studenti;Gli studenti di una scuola elementare;Era utilizzato esclusivamente per le feste scolastiche;Esclusivamente gli adulti per il lavoro
tradizionale;11/04/2025 23:31;45;M;Laurea triennale;1;2;3;2;2;1;2;1;Scelta del livello di dettaglio e visite in tempo reale con amici;Esposizioni fisiche;8;1874;Ruggiero Bonghi;La promozione del fascismo nelle scuole;Sibilla Aleramo;Angelo Celli;Conteneva materiali didattici auto-correttivi organizzati per sviluppare l'autonomia del bambino;Gli studenti di una scuola elementare;Aveva dimensioni più grandi e disponeva di una seduta fissa e piano di lavoro inclinato incorporati nella struttura;I bambini delle scuole private
tradizionale;31/03/2025 00:02;45;M;Post-laurea;9;2;3;2;2;1;5;4;Visione storica evolutiva e accesso a documentari;Spiegazioni vocali;6;1874;Maria Montessori;La costruzione di scuole in muratura;Giovanni Cena;Sibilla Aleramo;Serviva esclusivamente per riporre i libri di testo;Gli studenti di una scuola elementare;Era utilizzato esclusivamente per le feste scolastiche;I bambini delle scuole private
tradizionale;27/01/2025 00:42;45;F;Laurea triennale;1;10;3;2;1;5;6;1;Contenuti adattivi all'età e visite in tempo reale con amici;Interazioni con la guida;8;1912;Maria Montessori;L'uso di materiali sensoriali;Sibilla Aleramo;Sibilla Aleramo;Conteneva materiali didattici auto-correttivi organizzati per sviluppare l'autonomia del bambino;Un falegname della Disney;Serviva solo per intrattenere i bambini durante le pause;I bambini delle famiglie povere perché erano facili da costruire in casa
tradizionale;27/04/2025 01:31;45;M;Laurea triennale;1;2;3;2;2;1;2;9;Visione storica evolutiva e ricostruzioni in scala reale;Esposizioni fisiche;4;1912;Giovanni Cena;La creazione del 'Giornale per i bambini';Giovanni Cena;Duilio Cambellotti;Conteneva materiali didattici auto-correttivi organizzati per sviluppare l'autonomia del bambino;Gli studenti di una scuola elementare;Era riservato agli insegnanti per le riunioni;Esclusivamente gli adulti per il lavoro
tradizionale;19/03/2025 01:51;45;M;Laurea triennale;5;2;3;2;4;9;2;9;non so;Altro;5;1884;Duilio Cambellotti;La promozione del fascismo nelle scuole;Alessandro Marcucci;Angelo Celli;Serviva esclusivamente per riporre i libri di testo;Un falegname della Disney;Serviva solo per intrattenere i bambini durante le pause;Esclusivamente gli adulti per il lavoro
tradizionale;06/12/2024 15:33;46;F;Laurea magistrale;1;1;6;2;2;1;2;6;Accesso offline e interazione con strumenti antichi;Esposizioni fisiche;5;1907;Ruggiero Bonghi;La promozione del fascismo nelle scuole;Duilio Cambellotti;Alessandro Marcucci;Era destinata agli oggetti personali del maestro;Un falegname della Disney;Aveva dimensioni più grandi e disponeva di una sedia mobile incorporata nella struttura;Esclusivamente gli adulti per il lavoro
tradizionale;13/04/2025 12:30;46;M;Laurea triennale;1;2;8;1;2;1;2;3;Modalità realtà mista e esperienze narrative;Esposizioni fisiche;10;1912;Maria Montessori;La promozione del fascismo nelle scuole;Duilio Cambellotti;Sibilla Aleramo;Serviva esclusivamente per riporre i libri di testo;Ferdinando Codognotto;Serviva solo per intrattenere i bambini durante le pause;I bambini delle scuole private
tradizionale;19/02/2025 12:36;46;F;Laurea magistrale;1;9;3;2;2;1;5;3;Domande aperte guidate e visite notturne simulate;Altro;4;1884;Giovanni Cena;La promozione del fascismo nelle scuole;Sibilla Aleramo;Giovanni Cena;Era utilizzata solo per conservare i quaderni degli studenti;Un falegname della Disney;Era utilizzato esclusivamente per le feste scolastiche;Solo i bambini delle famiglie benestanti
tradizionale;01/05/2025 12:43;46;M;Post-laurea;6;2;3;5;8;1;4;7;Integrazione con la realtà fisica e esperienze tematiche;Esposizioni fisiche;7;1907;Maria Montessori;La promozione del fascismo nelle scuole;Duilio Cambellotti;Angelo Celli;Era destinata agli oggetti personali del maestro;Un falegname della Disney;Era utilizzato esclusivamente per le feste scolastiche;Esclusivamente gli adulti per il lavoro
tradizionale;30/03/2025 12:47;46;M;Laurea triennale;1;2;3;1;2;1;2;2;Visite notturne simulate e incontri con avatar storici;Spiegazioni vocali;6;1874;Ruggiero Bonghi;La costruzione di scuole in muratura;Giovanni Cena;Giovanni Cena;Serviva esclusivamente per riporre i libri di testo;Carlo Collodi in persona;Aveva dimensioni più grandi e disponeva di una seduta fissa e piano di lavoro inclinato incorporati nella struttura;Esclusivamente gli adulti per il lavoro
tradizionale;27/03/2025 13:40;46;M;Diploma superiore;1;9;2;1;10;1;5;3;Domande aperte guidate e visite notturne simulate;Altro;7;1912;Giovanni Cena;La creazione del 'Giornale per i bambini';Duilio Cambellotti;Giovanni Cena;Era utilizzata solo per conservare i quaderni degli studenti;Un falegname della Disney;Aveva dimensioni più grandi e disponeva di una seduta fissa e piano di lavoro inclinato incorporati nella struttura;Esclusivamente gli adulti per il lavoro
tradizionale;15/03/2025 14:30;46;M;Laurea triennale;1;2;3;2;2;1;2;6;Supporto per visori diversi e modalità esperto;Altro;3;1874;Ruggiero Bonghi;La creazione del 'Giornale per i bambini';Giovanni Cena;Duilio Cambellotti;Serviva esclusivamente per riporre i libri di testo;Gli studenti di una scuola elementare;Era riservato agli insegnanti per le riunioni;Esclusivamente gli adulti per il lavoro
tradizionale;21/03/2025 15:47;46;M;Laurea triennale;1;2;3;2;2;1;2;2;non so;Spiegazioni vocali;1;1874;Duilio Cambellotti;La costruzione di scuole in muratura;Duilio Cambellotti;Sibilla Aleramo;Era destinata agli oggetti personali del maestro;Un falegname della Disney;Era utilizzato esclusivamente per le feste scolastiche;Esclusivamente gli adulti per il lavoro
tradizionale;09/01/2025 16:08;46;M;Laurea triennale;1;2;3;2;2;1;2;4;Ricerca vocale e visite notturne simulate;Altro;9;1907;Ruggiero Bonghi;La costruzione di scuole in muratura;Giovanni Cena;Giovanni Cena;Conteneva materiali didattici auto-correttivi organizzati per sviluppare l'autonomia del bambino;Un falegname della Disney;Serviva solo per intrattenere i bambini durante le pause;I bambini delle scuole private
tradizionale;27/05/2025 16:26;46;M;Laurea triennale;1;2;3;2;2;1;2;2;Visite notturne simulate e visite notturne simulate;Interazioni con la guida;1;1912;Ruggiero Bonghi;L'uso di materiali sensoriali;Alessandro Marcucci;Giovanni Cena;Era destinata agli oggetti personali del maestro;Ferdinando Codognotto;Aveva dimensioni più grandi e disponeva di una seduta fissa e piano di lavoro inclinato incorporati nella struttura;I bambini delle famiglie povere perché erano facili da costruire in casa
tradizionale;27/02/2025 17:27;46;M;Laurea triennale;10;2;3;2;2;1;2;10;Esplorazione libera in stile open world e tracce audio storiche;Altro;4;1874;Maria Montessori;La creazione del 'Giornale per i bambini';Alessandro Marcucci;Sibilla Aleramo;Era destinata agli oggetti personali del maestro;Gli studenti di una scuola elementare;Aveva dimensioni più grandi e disponeva di una seduta fissa e piano di lavoro inclinato incorporati nella struttura;I bambini delle scuole private
tradizionale;27/02/2025 19:14;46;M;Laurea triennale;1;2;6;2;2;1;2;1;non so;Altro;5;1907;Duilio Cambellotti;La creazione del 'Giornale per i bambini';Giovanni Cena;Giovanni Cena;Serviva esclusivamente per riporre i libri di testo;Carlo Collodi in persona;Aveva dimensioni più grandi e disponeva di una seduta fissa e piano di lavoro inclinato incorporati nella struttura;Solo i bambini delle famiglie benestanti
tradizionale;28/05/2025 20:04;46;M;Laurea triennale;3;2;3;2;2;1;9;2;non so;Spiegazioni vocali;2;1912;Giovanni Cena;La creazione del 'Giornale per i bambini';Sibilla Aleramo;Giovanni Cena;Era utilizzata solo per conservare i quaderni degli studenti;Gli studenti di una scuola elementare;Serviva solo per intrattenere i bambini durante le pause;Esclusivamente gli adulti per il lavoro
tradizionale;23/05/2025 20:11;46;M;Laurea triennale;9;10;3;2;6;7;2;5;Tracce audio storiche e visite notturne simulate;Altro;1;1884;Duilio Cambellotti;La costruzione di scuole in muratura;Sibilla Aleramo;Duilio Cambellotti;Serviva esclusivamente per riporre i libri di testo;Ferdinando Codognotto;Era riservato agli insegnanti per le riunioni;Esclusivamente gli adulti per il lavoro
tradizionale;13/02/2025 20:38;46;F;Laurea triennale;1;2;3;2;2;1;2;7;Chat con esperti e modalità accessibile;Esposizioni fisiche;1;1907;Ruggiero Bonghi;L'uso di materiali sensoriali;Giovanni Cena;Sibilla Aleramo;Conteneva materiali didattici auto-correttivi organizzati per sviluppare l'autonomia del bambino;Ferdinando Codognotto;Era utilizzato esclusivamente per le feste scolastiche;Esclusivamente gli adulti per il lavoro
tradizionale;28/01/2025 22:10;46;M;Diploma superiore;2;2;3;10;9;1;7;7;Esperienze narrative e visione a raggi x degli oggetti;Interazioni con la guida;7;1912;Giovanni Cena;L'uso di materiali sensoriali;Duilio Cambellotti;Sibilla Aleramo;Serviva esclusivamente per riporre i libri di testo;Ferdinando Codognotto;Serviva solo per intrattenere i bambini durante le pause;Solo i bambini delle famiglie benestanti
tradizionale;21/04/2025 23:18;46;M;Laurea triennale;1;2;3;2;2;1;2;8;Contenuti storici dinamici e possibilità di fare domande;Altro;10;1912;Maria Montessori;La creazione del 'Giornale per i bambini';Sibilla Aleramo;Angelo Celli;Conteneva materiali didattici auto-correttivi organizzati per sviluppare l'autonomia del bambino;Carlo Collodi in persona;Era riservato agli insegnanti per le riunioni;Solo i bambini delle famiglie benestanti
tradizionale;02/02/2025 23:30;46;M;Laurea triennale;1;3;3;2;2;2;3;6;Modalità esperto e domande aperte guidate;Interazioni con la guida;9;1912;Giovanni Cena;L'uso di materiali sensoriali;Giovanni Cena;Angelo Celli;Serviva esclusivamente per riporre i libri di testo;Carlo Collodi in persona;Era utilizzato esclusivamente per le feste scolastiche;I bambini delle scuole private
tradizionale;09/01/2025 23:55;46;M;Laurea triennale;1;2;3;2;2;1;2;6;Sincronizzazione con l'app mobile e visione a raggi x degli oggetti;Altro;2;1874;Duilio Cambellotti;La promozione del fascismo nelle scuole;Sibilla Aleramo;Giovanni Cena;Serviva esclusivamente per riporre i libri di testo;Carlo Collodi in persona;Aveva dimensioni più grandi e disponeva di una seduta fissa e piano di lavoro inclinato incorporati nella struttura;Esclusivamente gli adulti per il lavoro
tradizionale;24/05/2025 00:08;46;M;Laurea triennale;1;2;3;2;2;1;2;7;Visione storica evolutiva e tecnologia vocale;Altro;1;1874;Giovanni Cena;La costruzione di scuole in muratura;Duilio Cambellotti;Duilio Cambellotti;Era utilizzata solo per conservare i quaderni degli studenti;Un falegname della Disney;Serviva solo per intrattenere i bambini durante le pause;I bambini delle famiglie povere perché erano facili da costruire in casa
tradizionale;19/04/2025 00:48;46;M;Laurea triennale;1;2;3;2;2;1;2;4;Contenuti adattivi all'età e esperienze tematiche;Spiegazioni vocali;7;1874;Duilio Cambellotti;La creazione del 'Giornale per i bambini';Sibilla Aleramo;Sibilla Aleramo;Era utilizzata solo per conservare i quaderni degli studenti;Carlo Collodi in persona;Serviva solo per intrattenere i bambini durante le pause;I bambini delle scuole private
tradizionale;13/02/2025 14:02;47;M;Diploma superiore;2;2;3;1;6;1;2;10;Tracce audio storiche e tecnologia vocale;Altro;9;1874;Giovanni Cena;L'uso di materiali sensoriali;Duilio Cambellotti;Giovanni Cena;Serviva esclusivamente per riporre i libri di testo;Ferdinando Codognotto;Era utilizzato esclusivamente per le feste scolastiche;Solo i bambini delle famiglie benestanti
tradizionale;31/01/2025 14:19;47;M;Laurea triennale;1;2;3;2;2;1;2;2;Visite in tempo reale con amici e visione storica evolutiva;Esposizioni fisiche;8;1912;Duilio Cambellotti;La costruzione di scuole in muratura;Sibilla Aleramo;Giovanni Cena;Era utilizzata solo per conservare i quaderni degli studenti;Un falegname della Disney;Serviva solo per intrattenere i bambini durante le pause;Esclusivamente gli adulti per il lavoro
tradizionale;25/05/2025 15:10;47;M;Laurea triennale;1;6;5;4;3;1;9;1;non so;Esposizioni fisiche;4;1884;Giovanni Cena;La creazione del 'Giornale per i bambini';Duilio Cambellotti;Angelo Celli;Era utilizzata solo per conservare i quaderni degli studenti;Un falegname della Disney;Era riservato agli insegnanti per le riunioni;I bambini delle famiglie povere perché erano facili da costruire in casa
tradizionale;18/05/2025 19:59;47;M;Laurea triennale;1;2;3;2;2;1;2;6;Visione storica evolutiva e ricostruzioni in scala reale;Spiegazioni vocali;8;1907;Maria Montessori;La promozione del fascismo nelle scuole;Sibilla Aleramo;Sibilla Aleramo;Serviva esclusivamente per riporre i libri di testo;Gli studenti di una scuola elementare;Aveva dimensioni più grandi e disponeva di una seduta fissa e piano di lavoro inclinato incorporati nella struttura;I bambini delle scuole private
tradizionale;26/02/2025 20:13;47;M;Diploma superiore;8;2;10;2;2;1;4;10;Esperienze multisensoriali e visite notturne simulate;Altro;4;1907;Maria Montessori;La promozione del fascismo nelle scuole;Sibilla Aleramo;Giovanni Cena;Serviva esclusivamente per riporre i libri di testo;Carlo Collodi in persona;Era riservato agli insegnanti per le riunioni;I bambini delle scuole private
tradizionale;21/12/2024 20:39;47;M;Laurea triennale;1;2;3;2;2;1;2;9;Accesso a documenti d'archivio e visite in tempo reale con amici;Altro;2;1912;Giovanni Cena;La promozione del fascismo nelle scuole;Sibilla Aleramo;Angelo Celli;Serviva esclusivamente per riporre i libri di testo;Un falegname della Disney;Aveva dimensioni più grandi e disponeva di una seduta fissa e piano di lavoro inclinato incorporati nella struttura;Solo i bambini delle famiglie benestanti
